paper_uid_after_direct_w,ref_title,ref_author,ref_publisher_or_journal,ref_year,direct_article_id,direct_id_sources,direct_id_values,direct_id_conflict,query_signature
P00044711,남북한 스포츠교류에 대한 국민의식 조사 연구,,,2003,,,,False,남북한스포츠교류에대한국민의식조사연구||||||2003
P00044712,북한의 스포츠 이념과 남북 스포츠교류의 한계에 관한 연구,,,2004,,,,False,북한의스포츠이념과남북스포츠교류의한계에관한연구||||||2004
P00044713,북한의 대회협상 형태 분석,,,2000,,,,False,북한의대회협상형태분석||||||2000
P00044714,신한국책략 II,,,2007,,,,False,신한국책략ii||||||2007
P00044715,게임이론과 남북한 관계: 갈등과 협상 및 예측,,,1995,,,,False,게임이론과남북한관계갈등과협상및예측||||||1995
P00044716,남북통일 체육의 정치적과제,,,2003,,,,False,남북통일체육의정치적과제||||||2003
P00044717,남북통일기반 조성과 민족전통체육,,,2004,,,,False,남북통일기반조성과민족전통체육||||||2004
P00044718,스포츠교류와 한반도 평화,,,2003,,,,False,스포츠교류와한반도평화||||||2003
P00044719,남북 학자들이 함께 쓴 민족의 체육발전 연구,,,2006,,,,False,남북학자들이함께쓴민족의체육발전연구||||||2006
P00044720,혁명전략과 협상전술,박동운,공산권연구,1,,,,False,혁명전략과협상전술||박동운||공산권연구||
P00044721,북한 협상형태의 이해,,,2002,,,,False,북한협상형태의이해||||||2002
P00044722,남북체육교류 활성화 방안 연구,,,1998,,,,False,남북체육교류활성화방안연구||||||1998
P00044723,남북 스포츠 교류의 정치적 함의: 기능주의적 시각을 중심으로,,,2007,,,,False,남북스포츠교류의정치적함의기능주의적시각을중심으로||||||2007
P00044724,민족통일체육 기반조성의 과제와 전망,,,2001,,,,False,민족통일체육기반조성의과제와전망||||||2001
P00044725,한민족 화합을 위한 남북체육교류의 진도와 전망,,,2004,,,,False,한민족화합을위한남북체육교류의진도와전망||||||2004
P00044726,북한 스포츠 외교정책에 관한 연구,,,1993.,,,,False,북한스포츠외교정책에관한연구||||||1993
P00044727,남북고위급회담과 북한의 협상전략,,,1997,,,,False,남북고위급회담과북한의협상전략||||||1997
P00044728,스포츠와 정치: 남북한의 통합교류,,,1998,,,,False,스포츠와정치남북한의통합교류||||||1998
P00044729,"북한의 대남정책: 지속성과 변화, 1948～2004",,,2005,,,,False,북한의대남정책지속성과변화19482004||||||2005
P00044730,한민족 화합을 위한 남북 체육교류의 정치적 기능,,,2004,,,,False,한민족화합을위한남북체육교류의정치적기능||||||2004
P00044731,현대국가와 스포츠,,,2002,,,,False,현대국가와스포츠||||||2002
P00044732,북한의 대남 협상전략의 역사적 고찰,,,1997,,,,False,북한의대남협상전략의역사적고찰||||||1997
P00044733,남북정상회담과 한반도 평화·번영,,,2007.10.9,,,,False,남북정상회담과한반도평화번영||||||2007
P00044740,민족통일체육의 정치적과제,송영대,,2003,,,,False,민족통일체육의정치적과제||송영대||||2003
P00044741,"2조원 들어간 KEDO 경수로, 어떻게 할 것인가: 러시아 끌어들여 한국이 완공해 ‘윈윈 게임’ 카드 활용해야",,,2004,,,,False,2조원들어간kedo경수로어떻게할것인가러시아끌어들여한국이완공해윈윈게임카드활용해야||||||2004
P00044742,경수로계정 결산분석,,,2007,,,,False,경수로계정결산분석||||||2007
P00044743,대형국책사업에 대한 국회의 사전심의 및 사후평가 강화방안,,,2003.2,,,,False,대형국책사업에대한국회의사전심의및사후평가강화방안||||||2003
P00044744,정책평가론,,,2006,,,,False,정책평가론||||||2006
P00044745,시스템 사고기법을 이용한 개성공단사업 전략레버리지 연구,,,2007,,,,False,시스템사고기법을이용한개성공단사업전략레버리지연구||||||2007
P00044746,금강산관광사업 논리모형과 특성 그리고 정책적 함의,,,2007,,,,False,금강산관광사업논리모형과특성그리고정책적함의||||||2007
P00044747,경수로사업 청산과 시사점,,,2007,,,,False,경수로사업청산과시사점||||||2007
P00044748,두만강지역개발사업 및 한반도 에너지개발기구,,,2003,,,,False,두만강지역개발사업및한반도에너지개발기구||||||2003
P00044749,한반도에너지개발기구(KEDO)와 북한의 경협정책,,,2000,,,,False,한반도에너지개발기구kedo와북한의경협정책||||||2000
P00044750,대북 경수로 사업의 도중하차: 대북 경수로 사업은 애초부터 해서는 안되는 공사일 뿐 아니라 공사를 해도 완공이 불가능한 애물단지가 되고 있다,,,2003,,,,False,대북경수로사업의도중하차대북경수로사업은애초부터해서는안되는공사일뿐아니라공사를해도완공이불가능한애물단지가되고있다||||||2003
P00044751,대북경수형원자로 사업과 북한의 변화,,,2003,,,,False,대북경수형원자로사업과북한의변화||||||2003
P00044752,북한경수로를 통해서 본 남북한관계전망,,,2005,,,,False,북한경수로를통해서본남북한관계전망||||||2005
P00044753,북한의 평화적 핵 이용권과 경수로 문제,,,2006,,,,False,북한의평화적핵이용권과경수로문제||||||2006
P00044754,대북 경수로사업의 현황과 전망,,,2003,,,,False,대북경수로사업의현황과전망||||||2003
P00044755,"KEDO, 대북 경수로사업 공식종료: 15억달러 날린채 10년 6개월 만에 종료",,,2007,,,,False,kedo대북경수로사업공식종료15억달러날린채10년6개월만에종료||||||2007
P00044756,경수로사업 지원활동,,,2002,,,,False,경수로사업지원활동||||||2002
P00044757,KEDO 경수로사업 지원 백서,,,2007,,,,False,kedo경수로사업지원백서||||||2007
P00044648,북한의 배급제 위기와 시장개혁 전망,,,1997,,,,False,북한의배급제위기와시장개혁전망||||||1997
P00044758,당사업을 강화하며 나라의 살림살이를 알뜰하게 꾸릴데 대하여,,,,,,,False,당사업을강화하며나라의살림살이를알뜰하게꾸릴데대하여||||||
P00044759,사회주의경제의 몇가지 리론문제에 대하여,,,1963.3.1,,,,False,사회주의경제의몇가지리론문제에대하여||||||1963
P00044760,조선민주주의인민공화국 내각 제1차 전원회의에서 한 결론,,,1950.1.11,,,,False,조선민주주의인민공화국내각제1차전원회의에서한결론||||||1950
P00044761,북중 변경무역과 북한의 시장실태,,,2006,,,,False,북중변경무역과북한의시장실태||||||2006
P00044762,1990년대 북한의 ‘고난의 행군’과 ‘농민시장’ 변화 연구,,,2004,,,,False,1990년대북한의고난의행군과농민시장변화연구||||||2004
P00044654,북한의 사경제부문 연구,,,2002,,,,False,북한의사경제부문연구||||||2002
P00044763,중국과 북한의 비교-개방경제론,,,2004,,,,False,중국과북한의비교개방경제론||||||2004
P00044764,1978년 以後의 中國私營經濟에 관한 硏究. 서울대학교대학원 경제학박사학위논,,,,,,,False,1978년의에관한서울대학교대학원경제학박사학위논||||||
P00044765,1990년대 경제위기와 지방경제 운영체계의 변화,,,2006,,,,False,1990년대경제위기와지방경제운영체계의변화||||||2006
P00044766,"북한의 종합시장: 실태, 파급효과, 성격과 의미",양문수,KDI 북한경제리뷰,2005,,,,False,북한의종합시장실태파급효과성격과의미||양문수||kdi북한경제리뷰||2005
P00044767,자립적 지방경제: 역사적 개관과 평가,,,2004,,,,False,자립적지방경제역사적개관과평가||||||2004
P00044768,북한 기업의 작업조직,,,2007,,,,False,북한기업의작업조직||||||2007
P00044769,북한 경제개혁 연구의 쟁점,이무철,현대북한연구,2006,,,,False,북한경제개혁연구의쟁점||이무철||현대북한연구||2006
P00044770,중국 農民工과 국가-사회관계,,,2001,,,,False,중국과국가사회관계||||||2001
P00018170,북한경제와 경제제재,이석,KDI 북한경제리뷰,2005.3,,,,False,북한경제와경제제재||이석||kdi북한경제리뷰||2005
P00044771,북한의 1990년대 경제위기와 기업행태의 변화,이석기,,2003,,,,False,북한의1990년대경제위기와기업행태의변화||이석기||||2003
P00044772,중국농산물유통구조의 변화 및 북한에 주는 시사점,,,1999,,,,False,중국농산물유통구조의변화및북한에주는시사점||||||1999
P00044773,중국상업정책사연구(1949∼2000),,,2002,,,,False,중국상업정책사연구19492000||||||2002
P00037722,북한사람들이 말하는 북한이야기,좋은벗들,,2000,,,,False,북한사람들이말하는북한이야기||좋은벗들||||2000
P00044774,북한사회 무엇이 변하고 있는가,좋은벗들,,2001,,,,False,북한사회무엇이변하고있는가||좋은벗들||||2001
P00044592,"오늘의 북한, 북한의 내일",,,2006,,,,False,오늘의북한북한의내일||||||2006
P00044775,북한 노동자의 존재양식,,,2007,,,,False,북한노동자의존재양식||||||2007
P00044776,북한 주민생활보장제도와 도시 계층구조 재편,,,2006,,,,False,북한주민생활보장제도와도시계층구조재편||||||2006
P00044777,현시기 북한의 경제운용실태에 대한 연구,,,2007,,,,False,현시기북한의경제운용실태에대한연구||||||2007
P00044778,북한의 도시 ‘장마당’ 활성화의 동학,,,2006,,,,False,북한의도시장마당활성화의동학||||||2006
P00044666,북한의 제2경제,,,1997,,,,False,북한의제2경제||||||1997
P00044780,浜勝産 著. 尹榮子 譯. 鄧小平時代의 中國經濟,,,1987.,,,,False,의||||||1987
P00044786,오늘의 북한소식,좋은벗들,,2007,,,,False,오늘의북한소식||좋은벗들||||2007
P00044787,위기 개입의 이해,,,2003,,,,False,위기개입의이해||||||2003
P00044788,외상후 스트레스 장애,,,2000,,,,False,외상후스트레스장애||||||2000
P00044789,북한이탈주민의 정신보건에 관한 연구,,,2006,,,,False,북한이탈주민의정신보건에관한연구||||||2006
P00044790,남북한 통합과 통일인프라 확장방안,,,2005,,,,False,남북한통합과통일인프라확장방안||||||2005
P00044791,탈북자의 개인차 요인이 적응 및 정신건강에 미치는 영향,,,2002,,,,False,탈북자의개인차요인이적응및정신건강에미치는영향||||||2002
P00044792,탈북여성현황 및 지원방안,,,2003,,,,False,탈북여성현황및지원방안||||||2003
P00044793,새터민의 재적응 토대마련을 위한 정신보건서비스 전달체계 모색,,,2006,ART001030881,paper_uid,ART001030881,False,새터민의재적응토대마련을위한정신보건서비스전달체계모색||||||2006
